ANO;CODE;DISCIPLINA;ESTADO;CREDITO
1999;1411191;INTERCONEX?O DE REDES DE COMPUTADORES;COMPLEMENTAR;2
1999;1411192;SISTEMAS OPERACIONAIS;COMPLEMENTAR;4
1999;1411193;BANCO DE DADOS I;COMPLEMENTAR;4
1999;1411194;BANCO DE DADOS II;COMPLEMENTAR;4
1999;1411195;SISTEMAS DE INFORMA??O II;COMPLEMENTAR;4
1999;1411196;INTELIGENCIA ARTIFICIAL I;COMPLEMENTAR;4
1999;1411197;AVAL.DE DESEMPENHO DE SISTEMAS DISCRETOS;COMPLEMENTAR;4
1999;1411198;ADM.DE SIST.GERENC.DE BANCO DE DADOS;OPCIONAL;4
1999;1411199;AVAL.DE DESEMP. DE REDES DE COMPUTADORES;OPCIONAL;4
1999;1411200;COMPUTA??O GR?FICA;OPCIONAL;4
1999;1411201;EMPREENDEDORISMO;OPCIONAL;4
1999;1411202;ENGENHARIA DE SOFTWARE II;OPCIONAL;4
1999;1411203;EST?GIO INTEGRADO;OPCIONAL;10
1999;1411204;GERENCIA DE REDES DE COMPUTADORES;OPCIONAL;4
1999;1411205;HARDWARE E SOFTWARE CODESIGN;OPCIONAL;4
1999;1411206;HIST?RIA DA COMPUTA??O;OPCIONAL;2
1999;1411207;INFORM?TICA NA EDUCA??O;OPCIONAL;4
1999;1411208;INTELIG?NCIA ARTIFICIAL II;OPCIONAL;4
1999;1411209;INTERFACE HOMEM-M?QUINA;OPCIONAL;4
1999;1411210;MARKETING PARA INFORM?TICA;OPCIONAL;4
1999;1411211;M?TODOS AVAN?ADOS DE PROGRAMA??O;OPCIONAL;4
1999;1411212;ORGAN. E ARQUITETURA DE COMPUTADORES II;OPCIONAL;4
1999;1411213;OTIMIZA??O;OPCIONAL;4
1999;1411214;PR?TICA DE ENSINO DE COMPUTA??O;OPCIONAL;2
1999;1411215;PROGRAMA??O EM L?GICA;OPCIONAL;4
1999;1411216;PROGRAMA??O FUNCIONAL;OPCIONAL;4
1999;1411217;PROJETO DE REDES DE COMPUTADORES;OPCIONAL;4
1999;1411218;REDES DE PETRI;OPCIONAL;4
1999;1411219;ROB?TICA;OPCIONAL;4
1999;1411220;SISTEMAS BASEADOS EM CONHECIMENTO;OPCIONAL;4
1999;1411221;SISTEMAS DE INFORMA??ES GEOGR?FICAS;OPCIONAL;4
1999;1411222;SISTEMAS DISTRIBU?DOS;OPCIONAL;4
1999;1411223;SISTEMAS EM TEMPO REAL;OPCIONAL;4
1999;1411224;SISTEMAS MULTIM?DIA;OPCIONAL;4
1999;1411225;VIS?O ARTIFICIAL;OPCIONAL;4
1999;1411226;REDES NEURAIS;OPCIONAL;4
1999;1411227;TECC ( ADMINISTRA??O DE SGBD'S);OPCIONAL;4
1999;1411228;TECC (INTELIGENCIA ARTIFICIAL II);OPCIONAL;4
1999;1411230;TECC ( DATA MINING);OPCIONAL;4
1999;1411231;TECC (SEMINARIOS -  NOVAS TECNOLOGIAS);OPCIONAL;1
1999;1411232;TECC(ORGANIZACAO INTERNA DO LINUX);OPCIONAL;4
1999;1411233;TECC (SUPORTE A SISTEMAS);OPCIONAL;4
1999;1411234;TECC (COMPUTA??O QUANTICA);OPCIONAL;4
1999;1411235;TECC(DESENV.DE APLIC.CORPORAT.AVAN?ADAS);OPCIONAL;4
1999;1411236;TECC (SISTEMAS DE APOIO A DECIS?O);OPCIONAL;4
1999;1411237;TECC (COMPUTA??O PARALELA);OPCIONAL;2
1999;1411238;SEMIN?RIOS (EDUCA??O AMBIENTAL);COMPLEMENTAR;0
1999;1411239;SEMIN?RIOS (EDUCA??O ESPECIAL);COMPLEMENTAR;0
1999;1411240;SEMINARIOS (DIREITOS HUMANOS);COMPLEMENTAR;0
1999;1411241;TECC (PROJETO INTERFACES HOMEM-M?QUINA);OPCIONAL;4
1999;1411242;TECC(SEGURANCA EM REDES DE COMPUTADORES);OPCIONAL;4
1999;1411243;TECC(ALGORITMOS AVAN?ADOS I );OPCIONAL;2
1999;1411244;TECC(ECONOMIA DE TECNOLOGIA DA INFORMA??;OPCIONAL;4
1999;1411245;TECC(PROLOG E SIST BAS EM CONHECIMENTOS);OPCIONAL;2
1999;1411246;TECC (INIC. ? PESQ. APL. EM INFORM?TICA);OPCIONAL;4
1999;1411247;TECC(ALGORITMOS AVAN?ADOS II);OPCIONAL;2
1999;1411248;TECC (SISTEMAS DE APOIO A DECIS?O II);OPCIONAL;4
1999;1411249;TECC (METODOS FORMAIS);OPCIONAL;4
1999;1411250;TECC(ALGORITMOS  AVAN?ADOS III );OPCIONAL;4
1999;1411251;TECC(ALGORITMOS  AVAN?ADOS IV);OPCIONAL;2
1999;1411254;TECC(PROCESSAMENTO DIGITAL DE IMAGEM);OPCIONAL;4
1999;1411255;TECC(LAB DE SISTEMAS OPERACIONAIS);OPCIONAL;2
1999;1411256;TEC(PRINCIPIOS DE ADMIN FINANCEIRA);OPCIONAL;4
1999;1411257;TECC (INTRODU??O ? MEC?NICA QU?NTICA);OPCIONAL;2
1999;1411258;TECC(ALGORITMOS AVAN?ADOS V);OPCIONAL;2
1999;1411259;TECC (GRADES COMPUTACIONAIS);OPCIONAL;2
1999;1411260;TECC (INTRODU??O ? COMPUTA??O QU?NTICA);OPCIONAL;2
1999;1411261;TECC (REDA??O T?CNICO-CIENT?FICA);OPCIONAL;4
1999;1411262;TECC (ARQUITETURA DE SIST. EMBUTIDOS);OPCIONAL;2
1999;1411263;TECC(ALGORITMOS AVAN?ADOS VI);OPCIONAL;2
1999;1411264;TECC(DESENVOLVIMENTO DIRIGIDO A MODELOS);OPCIONAL;4
1999;1411265;TECC(REDES AD HOC SEM FIO);OPCIONAL;4
1999;1411266;TECC(FUND E APLIC. DE REALIDADE VIRTUAL;OPCIONAL;4
1999;1411267;TECC(SISTEMAS DE RECUP DA INFORMA??O);OPCIONAL;4
1999;1411268;TECC(MODELAGEM DE AMBIENTES VIRTUAIS);OPCIONAL;4
1999;1411269;TECC(MINERA??O DE DADOS);OPCIONAL;2
1999;1411270;TECC (PROGRAMA??O III);OPCIONAL;4
1999;1411271;TECC(INT.AO DES.DE SOFT.P/DISP.MOVEIS);OPCIONAL;4
1999;1411272;TECC(FLUXO DE TRABALHO INFORMATIZADO);OPCIONAL;4
1999;1411273;TECC (ARQUITETURA DE SOFTWARE);OPCIONAL;4
1999;1411274;TECC(MET CIENT P/ PESQ EM C. DA COMPUT);OPCIONAL;4
1999;1411275;TECC(SISTEMAS COOPERATIVOS);OPCIONAL;4
1999;1411276;TECC(VISAO COMPUTACIONAL);OPCIONAL;4
1999;1411277;ATIVIDADES COMPLEMENTARES;OPCIONAL;10
1999;1411279;TECC(ESTAGIO INTEGRADO II);OPCIONAL;4
1999;1411280;TECC(TECNOLOGIAS DE COMUNICACAO SEM FIO);OPCIONAL;4
1999;1411281;TECC(EMPREENDEDORISMO EM SOFTWARE);OPCIONAL;4
1999;1411282;TECC(ADMINISTRACAO DE SISTEMAS);OPCIONAL;4
1999;1411283;TECC(FUNDAMENTOS DE PROG CONCORRENTE);OPCIONAL;4
1999;1411284;TECC (PROGRAMA??O EM BANCO DE DADOS);OPCIONAL;4
1999;1411285;TECC (DID?TICA EM CI?NCIA DA COMPUTA??O);OPCIONAL;2
1999;1411286;TECC(METODOS E P T G M DADOS HISTORICOS);OPCIONAL;6
1999;1411287;TECC(M E E DE P DE T EM G M DE D HIST II;OPCIONAL;6
1999;1411288;TECC (DID?T. CI?NCIA DA COMPUTA??O II);OPCIONAL;2
1999;1411289;TECC (AN?LISE DE DADOS I);OPCIONAL;4
1999;1411290;TECC(JOGOS DIGITAIS);OPCIONAL;4
1999;1411291;TECC (PROJETO EM COMPUTA??O GR?FICA);OPCIONAL;4
1999;1411292;TECC (AN?LISE DE DADOS II);OPCIONAL;4
1999;1411293;TECC(LAB DE ADMINISTRACAO DE SISTEMAS I);OPCIONAL;2
1999;1411294;TECC(PROJETO INTERDISCIPLINAR);OPCIONAL;4
1999;1411295;TECC(PROJETO EM ARTE E TECNOLOGIA);OPCIONAL;4
1999;1411296;TECC(VISUALIZACAO DE DADOS);OPCIONAL;2
1999;1411297;TECC(PROCESSAMENTO DE SINAIS MULTIMIDIA);OPCIONAL;4
1999;1411298;TECC(PROV E OPERACOES DE INFRAESTRUTURA);OPCIONAL;4
1999;1411299;TECC(APLIC DE PARAD DE LING DE PROGRAM.);OPCIONAL;2
1999;1411300;TECC(APLICACOES DE TEORIA DOS GRAFOS);OPCIONAL;2
1999;1411302;TECC(PROGRAMACAO FUNCIONAL);OPCIONAL;4
1999;1411303;TECC(VISUALIZACAO DE INFORMACAO);OPCIONAL;4
1999;1411346;TECC(ESTAGIO INTEGRADO III);OPCIONAL;4
1999;1411347;TECC(ESTAGIO INTEGRADO IV);OPCIONAL;4
1999;1503038;CI?NCIAS DO AMBIENTE;OPCIONAL;3
curriculumCode;subject/subjectCode;subject/name;type;subject/credits
2017;1108030;F?SICA GERAL I;OPCIONAL;4
2017;1108081;F?SICA GERAL II;OPCIONAL;4
2017;1108100;F?SICA GERAL III;OPCIONAL;4
2017;1108105;F?SICA GERAL IV;OPCIONAL;4
2017;1109035;ALGEBRA VETORIAL E GEOMETRIA ANAL?TICA;OPCIONAL;4
2017;1109049;?LGEBRA LINEAR I;OBRIGATORIO;4
2017;1109105;CALCULO DIFERENCIAL E INTEGRAL III;OPCIONAL;5
2017;1109106;EQUACOES DIFERENCIAIS;OPCIONAL;4
2017;1109126;C?LCULO DIFERENCIAL E INTEGRAL I;OBRIGATORIO;4
2017;1109128;C?LCULO DIFERENCIAL E INTEGRAL III;OPCIONAL;4
2017;1109131;C?LCULO DIFERENCIAL E INTEGRAL II;OBRIGATORIO;4
2017;1114129;INTRODU??O ? PROBABILIDADE;OBRIGATORIO;4
2017;1114222;ESTAT?STICA APLICADA;OBRIGATORIO;4
2017;1301014;ADMINISTRA??O;OPCIONAL;4
2017;1301123;ADMINISTRACAO E EMPREENDEDORISMO;OPCIONAL;4
2017;1302123;COMPUTA??O E M?SICA;OPCIONAL;4
2017;1303021;ECONOMIA;OPCIONAL;4
2017;1304013;BASQUETEBOL - MASC;OPCIONAL;2
2017;1304015;INTRODU??O ? PSICOLOGIA;OPCIONAL;4
2017;1304025;BASQUETEBOL - FEM;OPCIONAL;2
2017;1304055;FUTSAL;OPCIONAL;2
2017;1304062;PR?TICA DESPORTIVA;OPCIONAL;2
2017;1304123;FUTSAL - FEM;OPCIONAL;2
2017;1305033;SOCIOLOGIA INDUSTRIAL I;OPCIONAL;3
2017;1305218;METODOLOGIA CIENT?FICA;OBRIGATORIO;4
2017;1305219;DIREITO E CIDADANIA;OPCIONAL;4
2017;1305222;INTRODU??O ? FILOSOFIA;OPCIONAL;4
2017;1307150;INGL?S;OPCIONAL;4
2017;1307169;L?NGUA PORTUGUESA;OPCIONAL;4
2017;1307332;LIBRAS;OPCIONAL;4
2017;1411167;PROGRAMA??O I;OBRIGATORIO;4
2017;1411168;PROGRAMA??O II;OBRIGATORIO;4
2017;1411171;TEORIA DA COMPUTA??O;OBRIGATORIO;4
2017;1411174;INTRODU??O ? COMPUTA??O;OBRIGATORIO;4
2017;1411176;GER?NCIA DA INFORMA??O;OPCIONAL;4
2017;1411180;LABORAT?RIO DE PROGRAMA??O I;OBRIGATORIO;4
2017;1411181;LABORAT?RIO DE PROGRAMA??O II;OBRIGATORIO;4
2017;1411182;LAB.DE ORG.E ARQUITETURA DE COMPUTADORES;OBRIGATORIO;4
2017;1411183;LABORAT?RIO DE ENGENHARIA DE SOFTWARE;OPCIONAL;2
2017;1411185;PROJETO EM COMPUTA??O I;OBRIGATORIO;4
2017;1411187;AN?LISE E T?CNICA DE ALGORITMOS;OBRIGATORIO;4
2017;1411188;M?TODOS E SOFTWARE NUM?RICOS;OPCIONAL;4
2017;1411189;COMPILADORES;OBRIGATORIO;4
2017;1411190;REDES DE COMPUTADORES;OBRIGATORIO;4
2017;1411192;SISTEMAS OPERACIONAIS;OBRIGATORIO;4
2017;1411193;BANCO DE DADOS I;OBRIGATORIO;4
2017;1411194;BANCO DE DADOS II;OPCIONAL;4
2017;1411197;AVAL.DE DESEMPENHO DE SISTEMAS DISCRETOS;OPCIONAL;4
2017;1411198;ADM.DE SIST.GERENC.DE BANCO DE DADOS;OPCIONAL;4
2017;1411200;COMPUTA??O GR?FICA;OPCIONAL;4
2017;1411202;ENGENHARIA DE SOFTWARE II;OPCIONAL;4
2017;1411209;INTERFACE HOMEM-M?QUINA;OPCIONAL;4
2017;1411213;OTIMIZA??O;OPCIONAL;4
2017;1411217;PROJETO DE REDES DE COMPUTADORES;OPCIONAL;4
2017;1411221;SISTEMAS DE INFORMA??ES GEOGR?FICAS;OPCIONAL;4
2017;1411222;SISTEMAS DISTRIBU?DOS;OPCIONAL;4
2017;1411238;SEMIN?RIOS (EDUCA??O AMBIENTAL);OPCIONAL;0
2017;1411243;TECC(ALGORITMOS AVAN?ADOS I );OPCIONAL;2
2017;1411244;TECC(ECONOMIA DE TECNOLOGIA DA INFORMA??;OPCIONAL;4
2017;1411247;TECC(ALGORITMOS AVAN?ADOS II);OPCIONAL;2
2017;1411255;TECC(LAB DE SISTEMAS OPERACIONAIS);OPCIONAL;2
2017;1411258;TECC(ALGORITMOS AVAN?ADOS V);OPCIONAL;2
2017;1411263;TECC(ALGORITMOS AVAN?ADOS VI);OPCIONAL;2
2017;1411270;TECC (PROGRAMA??O III);OPCIONAL;4
2017;1411276;TECC(VISAO COMPUTACIONAL);OPCIONAL;4
2017;1411281;TECC(EMPREENDEDORISMO EM SOFTWARE);OPCIONAL;4
2017;1411282;TECC(ADMINISTRACAO DE SISTEMAS);OPCIONAL;4
2017;1411283;TECC(FUNDAMENTOS DE PROG CONCORRENTE);OPCIONAL;4
2017;1411285;TECC (DID?TICA EM CI?NCIA DA COMPUTA??O);OPCIONAL;2
2017;1411288;TECC (DID?T. CI?NCIA DA COMPUTA??O II);OPCIONAL;2
2017;1411289;TECC (AN?LISE DE DADOS I);OPCIONAL;4
2017;1411290;TECC(JOGOS DIGITAIS);OPCIONAL;4
2017;1411292;TECC (AN?LISE DE DADOS II);OPCIONAL;4
2017;1411295;TECC(PROJETO EM ARTE E TECNOLOGIA);OPCIONAL;4
2017;1411302;TECC(PROGRAMACAO FUNCIONAL);OPCIONAL;4
2017;1411303;TECC(VISUALIZACAO DE INFORMACAO);OPCIONAL;4
2017;1411304;TEORIA DOS GRAFOS;OBRIGATORIO;4
2017;1411305;ESTRUTURA DE DADOS;OBRIGATORIO;4
2017;1411306;LABORATORIO DE ESTRUTURA DE DADOS;OBRIGATORIO;4
2017;1411307;L?GICA PARA COMPUTA??O;OBRIGATORIO;4
2017;1411308;PROJETO DE SOFTWARE;OBRIGATORIO;4
2017;1411309;PARADIGMAS DE LINGUAGEM DE PROGRAMA??O;OBRIGATORIO;4
2017;1411310;ORGANIZA??O E ARQUIT. DE COMPUTADORES;OBRIGATORIO;4
2017;1411311;FUND DE MATEM?TICA P/ C.DA COMPUTA??O I;OBRIGATORIO;4
2017;1411312;FUND DE MATEM?TICA P/ C.DA COMPUTA??O II;OBRIGATORIO;4
2017;1411313;AN?LISE DE SISTEMAS;OBRIGATORIO;4
2017;1411314;ENGENHARIA DE SOFTWARE;OBRIGATORIO;4
2017;1411315;PROGRAMA??O CONCORRENTE;OBRIGATORIO;4
2017;1411316;INTELIG?NCIA ARTIFICIAL;OBRIGATORIO;4
2017;1411317;PROJETO DE TRAB. DE CONCLUSAO DE CURSO;COMPLEMENTAR;4
2017;1411318;TRABALHO DE CONCLUS?O DE CURSO;COMPLEMENTAR;4
2017;1411319;ATIVIDADES COMPLEMENTARES FLEXIVEIS;COMPLEMENTAR;22
2017;1411320;ADMINISTRA??O DE SISTEMAS;OPCIONAL;4
2017;1411321;ALGORITMOS AVAN?ADOS I;OPCIONAL;4
2017;1411322;ALGORITMOS AVAN?ADOS II;OPCIONAL;4
2017;1411323;ALGORITMOS AVAN?ADOS III;OPCIONAL;4
2017;1411324;ALGORITMOS AVAN?ADOS IV;OPCIONAL;4
2017;1411325;ARQUITETURA DE SOFTWARE;OPCIONAL;4
2017;1411326;DESENV. DE APLICACOES CORP. AVANCADAS;OPCIONAL;4
2017;1411327;DES DE SOFTWARE INTEG ? OPER DA INFRAEST;OPCIONAL;4
2017;1411328;ECONOMIA DE TECNOLOGIA DA INFORMA??O;OPCIONAL;4
2017;1411329;EMPREENDEDORISMO EM SOFTWARE;OPCIONAL;4
2017;1411330;GER?NCIA DE REDES;OPCIONAL;4
2017;1411331;INTERCONEX?O DE REDES DE COMPUTADORES;OPCIONAL;4
2017;1411332;M?TODOS FORMAIS;OPCIONAL;4
2017;1411333;PR?TICA DE ENSINO DE COMPUTA??O I;OPCIONAL;2
2017;1411334;PR?TICA DE ENSINO DE COMPUTA??O II;OPCIONAL;2
2017;1411335;PRINCIPIOS DE DESENVOLVIMENTO WEB;OPCIONAL;4
2017;1411336;PROGRAMA??O EM BANCO DE DADOS;OPCIONAL;4
2017;1411337;PROVIS. E OPER. DE INFRAESTRUTURAS;OPCIONAL;4
2017;1411338;RECONHEC. DE PADR?ES E REDES NEURAIS;OPCIONAL;4
2017;1411339;RECUP. DE INFORMA??O E BUSCA NA WEB;OPCIONAL;4
2017;1411340;SEGURAN?A DE SISTEMAS;OPCIONAL;4
2017;1411342;SISTEMAS DE APOIO ? DECIS?O;OPCIONAL;4
2017;1411343;VERIFICA??O E VALIDA??O DE SOFTWARE;OPCIONAL;4
2017;1411344;VIS?O COMPUTACIONAL;OPCIONAL;4
2017;1411345;INFORM?TICA E SOCIEDADE;OPCIONAL;4
2017;1411348;PROJETO EM COMPUTA??O II;OBRIGATORIO;4
2017;1411349;TECC(PROJETO DE SISTEMAS OPERACIONAIS);OPCIONAL;4
2017;1411350;TECC(GESTAO DE PROJETOS);OPCIONAL;4
2017;1411351;TECC(CIENCIA DE DADOS DESCRITIVA);OPCIONAL;4
2017;1411352;TECC(PERCEPCAO COMPUTACIONAL;OPCIONAL;4
2017;1411353;TECC I(APLICACOES DE TEORIA DOS GRAFOS);OPCIONAL;2
2017;1411354;TECC I(APLIC DE PARAD DE LING DE PROGRAM;OPCIONAL;2
2017;1411355;TECC(VISUALIZA??O DE DADOS);OPCIONAL;4
2017;1411356;TECC(CI?NCIA DE DADOS PREDITIVA);OPCIONAL;4
2017;1411357;TECC(GOVERNANCA DA INTERNET);OPCIONAL;4
2017;1411358;TECC(PROCESSAMENTO DE LINGUAGEM NATURAL);OPCIONAL;4
2017;1411359;TECC(JOGOS DIGITAIS);OPCIONAL;4
2017;1411360;TECC(PROGRAMA??O PARA WEB);OPCIONAL;4
2017;1411361;TECC(TRANSFORMA??O DIGITAL);OPCIONAL;4
2017;1411362;TECC(HABILIDADES SOCIOEMOCIONAIS I);OPCIONAL;2
2017;1411363;TECC(HABILIDADES SOCIOEMOCIONAIS II);OPCIONAL;2
curriculumCode;subject/subjectCode;subject/name;type;subject/credits
2023;1109049;?LGEBRA LINEAR I;OBRIGATORIO;4
2023;1109126;C?LCULO DIFERENCIAL E INTEGRAL I;OBRIGATORIO;4
2023;1109131;C?LCULO DIFERENCIAL E INTEGRAL II;OBRIGATORIO;4
2023;1114129;INTRODU??O ? PROBABILIDADE;OBRIGATORIO;4
2023;1114222;ESTAT?STICA APLICADA;OBRIGATORIO;4
2023;1303021;ECONOMIA;OBRIGATORIO;4
2023;1305219;DIREITO E CIDADANIA;OBRIGATORIO;4
2023;1307150;INGL?S;OPCIONAL;4
2023;1307169;L?NGUA PORTUGUESA;OBRIGATORIO;4
2023;1307332;LIBRAS;OPCIONAL;4
2023;1411167;PROGRAMA??O I;OBRIGATORIO;4
2023;1411168;PROGRAMA??O II;OBRIGATORIO;4
2023;1411171;TEORIA DA COMPUTA??O;OBRIGATORIO;4
2023;1411172;ESTRUTURAS DE DADOS E ALGORITMOS;OBRIGATORIO;4
2023;1411174;INTRODU??O ? COMPUTA??O;OBRIGATORIO;4
2023;1411179;LAB.DE ESTRUTURAS DE DADOS E ALGORITMOS;OBRIGATORIO;4
2023;1411180;LABORAT?RIO DE PROGRAMA??O I;OBRIGATORIO;4
2023;1411181;LABORAT?RIO DE PROGRAMA??O II;OBRIGATORIO;4
2023;1411185;PROJETO EM COMPUTA??O I;OBRIGATORIO;4
2023;1411187;AN?LISE E T?CNICA DE ALGORITMOS;OBRIGATORIO;4
2023;1411188;M?TODOS E SOFTWARE NUM?RICOS;OPCIONAL;4
2023;1411189;COMPILADORES;OBRIGATORIO;4
2023;1411190;REDES DE COMPUTADORES;OBRIGATORIO;4
2023;1411192;SISTEMAS OPERACIONAIS;OBRIGATORIO;4
2023;1411193;BANCO DE DADOS I;OBRIGATORIO;4
2023;1411194;BANCO DE DADOS II;OPCIONAL;4
2023;1411197;AVAL.DE DESEMPENHO DE SISTEMAS DISCRETOS;OPCIONAL;4
2023;1411198;ADM.DE SIST.GERENC.DE BANCO DE DADOS;OPCIONAL;4
2023;1411200;COMPUTA??O GR?FICA;OPCIONAL;4
2023;1411213;OTIMIZA??O;OPCIONAL;4
2023;1411217;PROJETO DE REDES DE COMPUTADORES;OPCIONAL;4
2023;1411221;SISTEMAS DE INFORMA??ES GEOGR?FICAS;OPCIONAL;4
2023;1411222;SISTEMAS DISTRIBU?DOS;OPCIONAL;4
2023;1411304;TEORIA DOS GRAFOS;OBRIGATORIO;4
2023;1411307;L?GICA PARA COMPUTA??O;OBRIGATORIO;4
2023;1411308;PROJETO DE SOFTWARE;OBRIGATORIO;4
2023;1411309;PARADIGMAS DE LINGUAGEM DE PROGRAMA??O;OBRIGATORIO;4
2023;1411310;ORGANIZA??O E ARQUIT. DE COMPUTADORES;OBRIGATORIO;4
2023;1411311;FUND DE MATEM?TICA P/ C.DA COMPUTA??O I;OBRIGATORIO;4
2023;1411312;FUND DE MATEM?TICA P/ C.DA COMPUTA??O II;OBRIGATORIO;4
2023;1411313;AN?LISE DE SISTEMAS;OBRIGATORIO;4
2023;1411314;ENGENHARIA DE SOFTWARE;OBRIGATORIO;4
2023;1411315;PROGRAMA??O CONCORRENTE;OBRIGATORIO;4
2023;1411316;INTELIG?NCIA ARTIFICIAL;OBRIGATORIO;4
2023;1411318;TRABALHO DE CONCLUS?O DE CURSO;COMPLEMENTAR;4
2023;1411320;ADMINISTRA??O DE SISTEMAS;OPCIONAL;4
2023;1411321;ALGORITMOS AVAN?ADOS I;OPCIONAL;4
2023;1411322;ALGORITMOS AVAN?ADOS II;OPCIONAL;4
2023;1411323;ALGORITMOS AVAN?ADOS III;OPCIONAL;4
2023;1411324;ALGORITMOS AVAN?ADOS IV;OPCIONAL;4
2023;1411325;ARQUITETURA DE SOFTWARE;OPCIONAL;4
2023;1411327;DES DE SOFTWARE INTEG ? OPER DA INFRAEST;OPCIONAL;4
2023;1411328;ECONOMIA DE TECNOLOGIA DA INFORMA??O;OPCIONAL;4
2023;1411330;GER?NCIA DE REDES;OPCIONAL;4
2023;1411331;INTERCONEX?O DE REDES DE COMPUTADORES;OPCIONAL;4
2023;1411332;M?TODOS FORMAIS;OPCIONAL;4
2023;1411333;PR?TICA DE ENSINO DE COMPUTA??O I;OPCIONAL;2
2023;1411334;PR?TICA DE ENSINO DE COMPUTA??O II;OPCIONAL;2
2023;1411336;PROGRAMA??O EM BANCO DE DADOS;OPCIONAL;4
2023;1411337;PROVIS. E OPER. DE INFRAESTRUTURAS;OPCIONAL;4
2023;1411338;RECONHEC. DE PADR?ES E REDES NEURAIS;OPCIONAL;4
2023;1411339;RECUP. DE INFORMA??O E BUSCA NA WEB;OPCIONAL;4
2023;1411340;SEGURAN?A DE SISTEMAS;OPCIONAL;4
2023;1411342;SISTEMAS DE APOIO ? DECIS?O;OPCIONAL;4
2023;1411343;VERIFICA??O E VALIDA??O DE SOFTWARE;OPCIONAL;4
2023;1411345;INFORM?TICA E SOCIEDADE;OPCIONAL;4
2023;1411348;PROJETO EM COMPUTA??O II;OBRIGATORIO;4
2023;1411364;CI?NCIA DE DADOS DESCRITIVA;OPCIONAL;4
2023;1411365;CI?NCIA DE DADOS PREDITIVA;OPCIONAL;4
2023;1411366;COMPUTA??O E M?SICA;OPCIONAL;4
2023;1411367;EMPREENDEDORISMO E INOVA??O;OPCIONAL;4
2023;1411368;GEST?O DE PROJETOS;OPCIONAL;4
2023;1411369;GOVERNAN?A DA INTERNET;OPCIONAL;4
2023;1411370;HABILIDADES SOCIOEMOCIONAIS I;OPCIONAL;2
2023;1411371;HABILIDADES SOCIOEMOCIONAIS II;OPCIONAL;2
2023;1411372;INTERFACE HUMANO-COMPUTADOR;OPCIONAL;4
2023;1411373;JOGOS DIGITAIS;OPCIONAL;4
2023;1411374;PERCEP??O COMPUTACIONAL;OPCIONAL;4
2023;1411375;PROCESSAMENTO DE LINGUAGEM NATURAL;OPCIONAL;4
2023;1411376;PROGRAMA??O FUNCIONAL;OPCIONAL;4
2023;1411377;PROGRAMA??O PARA A WEB I;OPCIONAL;4
2023;1411378;PROGRAMA??O PARA A WEB II;OPCIONAL;4
2023;1411379;PROJETO DE SISTEMAS DIGITAIS;OPCIONAL;4
2023;1411380;TRANSFORMA?AO DIGITAL;OPCIONAL;4
2023;1411381;VISUALIZA??O DE DADOS;OPCIONAL;4
2023;1411382;ATIVIDADES COMPLEMENTARES FLEX?VEIS;COMPLEMENTAR;8
2023;1411383;METODOLOGIA CIENT?FICA;OBRIGATORIO;4
2023;1411384;ATIVIDADES COMPLEMENTARES DE EXTENS?O;COMPLEMENTAR;22
curriculumCode;subject/subjectCode;subject/name;type;subject/credits
